date,value
2021-07-22,6102
2021-07-23,6680
2021-07-24,4396
2021-07-25,6633
2021-07-26,9849
2021-07-27,6449
2021-07-28,3540
2021-07-29,12064
2021-07-30,6331
2021-07-31,4322
