date,value
2021-12-30,400
2021-12-31,330
2022-01-01,150
2022-01-02,250
2022-01-03,720
2022-01-04,730
2022-01-05,710
2022-01-06,520
2022-01-07,300
2022-01-08,620
2022-01-09,560
2022-01-10,210
2022-01-11,450
2022-01-12,80
2022-01-13,950
2022-01-14,920
2022-01-15,180
