date,value
2021-12-30,6175
2021-12-31,5720
2022-01-01,2830
2022-01-02,3437
2022-01-03,7123
2022-01-04,7311
2022-01-05,9839
2022-01-06,9102
2022-01-07,8853
2022-01-08,9125
2022-01-09,8968
2022-01-10,5433
2022-01-11,7003
2022-01-12,2791
2022-01-13,8761
2022-01-14,9143
2022-01-15,2758
