date,value
2021-12-30,3409
2021-12-31,5013
2022-01-01,3140
2022-01-02,3062
2022-01-03,3247
2022-01-04,3191
2022-01-05,3654
2022-01-06,3630
2022-01-07,3676
2022-01-08,3673
2022-01-09,3593
2022-01-10,3149
2022-01-11,4083
2022-01-12,2808
2022-01-13,3769
2022-01-14,3443
2022-01-15,2671
