date,value
2021-12-30,40
2021-12-31,33
2022-01-01,15
2022-01-02,25
2022-01-03,72
2022-01-04,73
2022-01-05,71
2022-01-06,52
2022-01-07,30
2022-01-08,62
2022-01-09,56
2022-01-10,21
2022-01-11,45
2022-01-12,8
2022-01-13,95
2022-01-14,92
2022-01-15,18
