date,value
2022-04-01,0
2022-04-02,0
2022-04-03,0
2022-04-04,30
2022-04-05,170
2022-04-06,110
2022-04-07,150
2022-04-08,130
2022-04-09,50
2022-04-10,60
2022-04-11,100
2022-04-12,120
2022-04-13,70
2022-04-14,10
2022-04-15,20
2022-04-16,30
2022-04-17,0
2022-04-18,0
2022-04-19,0
2022-04-20,80
2022-04-21,0
2022-04-22,0
2022-04-23,0
2022-04-24,0
2022-04-25,0
2022-04-26,0
2022-04-27,0
2022-04-28,0
2022-04-29,0
2022-04-30,0
