date,value
date,value
2022-04-01,0
2022-04-02,0
2022-04-03,0
2022-04-04,2114
2022-04-05,11857
2022-04-06,5021
2022-04-07,4497
2022-04-08,5012
2022-04-09,1349
2022-04-10,11566
2022-04-11,2828
2022-04-12,3067
2022-04-13,1333
2022-04-14,225
2022-04-15,1160
2022-04-16,965
2022-04-17,0
2022-04-18,0
2022-04-19,0
2022-04-20,2266
2022-04-21,0
2022-04-22,0
2022-04-23,0
2022-04-24,0
2022-04-25,0
2022-04-26,0
2022-04-27,0
2022-04-28,0
2022-04-29,0
2022-04-30,0
